ID2;URL;Image;Title;Description;Price;Currency;Generation;Год соответствия начала выпуска поколения;Год соответствия окончания выпуска поколения;DIA диска;Направление;Сторона;Discount;Артикул;Стоимость, RUB;Положение по высоте;Марка;Марка соответствия;Модель;Подмодель;Только модель;Модель синоним;Модель соответствия;Подмодель соответствия;Только модель соответствия;Модификация;Кузов;Артикул;Констр. номер;Название запчасти;Коробка передач;Маркировка двигателя;Тип двигателя;Объем двигателя;Особенности двигателя;Цвет кузова;Год;Стоимость, USD (в разобранном виде);Стоимость, USD (в сборе);Стоимость, RUB (в разобранном виде);Стоимость, RUB (в сборе);Стоимость, BYN (в разобранном виде);Стоимость, BYN (в сборе);Примечание;Состояние;Url;Фотографии;Фотографии авто;Остаток протектора
;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5571413/;;Alfa Romeo 145, 1980, Абсорбер АКПП (авт.) 1.6;  5571413, , 1980 1.6 Бензин Абсорбер;48907;RUB;поколение-1 альфы 145 (1979-2024);;;;;;0;5571413;48907;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;Седан;5571413;;Абсорбер;АКПП (авт.);AR 32102;Бензин;1.6 л;Инжектор;;1980;;482.00;;48907;;857;  5571413, , 1980 1.6 Бензин Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5571413/;;http://media.site.motorland.by/car/607457/1.jpg,http://media.site.motorland.by/car/607457/2.jpg,http://media.site.motorland.by/car/607457/3.jpg;
;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5571412/;;Alfa Romeo 145, 1980, Абсорбер АКПП (авт.) 1.6;  5571412, , 1980 1.6 Бензин Абсорбер;3107;RUB;поколение-1 альфы 145 (1979-2024);;;;;;0;5571412;3107;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;Седан;5571412;;Абсорбер;АКПП (авт.);AR 32102;Бензин;1.6 л;Инжектор;;1980;;129.50;;3107;;152;  5571412, , 1980 1.6 Бензин Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5571412/;;http://media.site.motorland.by/car/607457/1.jpg,http://media.site.motorland.by/car/607457/2.jpg,http://media.site.motorland.by/car/607457/3.jpg;
;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5571411/;;Alfa Romeo 145, 1980, Абсорбер АКПП (авт.) 1.6;  5571411, , 1980 1.6 Бензин Абсорбер;3107;RUB;поколение-1 альфы 145 (1979-2024);;;;;;0;5571411;3107;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;Седан;5571411;;Абсорбер;АКПП (авт.);AR 32102;Бензин;1.6 л;Инжектор;;1980;;129.50;;3107;;152;  5571411, , 1980 1.6 Бензин Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5571411/;;http://media.site.motorland.by/car/607457/1.jpg,http://media.site.motorland.by/car/607457/2.jpg,http://media.site.motorland.by/car/607457/3.jpg;
;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5571410/;;Alfa Romeo 145, 1980, Абсорбер АКПП (авт.) 1.6;  5571410, , 1980 1.6 Бензин Абсорбер;29407;RUB;поколение-1 альфы 145 (1979-2024);;;;;;0;5571410;29407;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;Седан;5571410;;Абсорбер;АКПП (авт.);AR 32102;Бензин;1.6 л;Инжектор;;1980;;332.00;;29407;;557;  5571410, , 1980 1.6 Бензин Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5571410/;;http://media.site.motorland.by/car/607457/1.jpg,http://media.site.motorland.by/car/607457/2.jpg,http://media.site.motorland.by/car/607457/3.jpg;
;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5571168/;;Alfa Romeo 145, 1998, Абсорбер 5 ст. мех. 1.4;  5571168, , 1998 1.4 Бензин Абсорбер;3107;RUB;поколение-1 альфы 145 (1979-2024);;;;;;0;5571168;3107;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;Хэтчбэк 3 дв.;5571168;;Абсорбер;5 ст. мех.;;Бензин;1.4 л;Инжектор;красный;1998;;129.50;;3107;;152;  5571168, , 1998 1.4 Бензин Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5571168/;;;
;http://site.motorland.by/auto-parts/beta-romeo/145/absorber/sku-5570828/;http://media.site.motorland.by/part1/4461500/1.jpg,http://media.site.motorland.by/part1/4461500/2.jpg;Beta Romeo 145, 1980, Абсорбер  ;  5570828, , 1980   Абсорбер;0;RUB;поколение-1 беты 145 (1979-2024);;;;;;0;5570828;0;;Beta Romeo;Beta Romeo;145;145;;Beta Romeo 145;145;145;;;;5570828;;Абсорбер;;;;;;;1980;;0.00;;0;;0;  5570828, , 1980   Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/beta-romeo/145/absorber/sku-5570828/;http://media.site.motorland.by/part1/4461500/1.jpg,http://media.site.motorland.by/part1/4461500/2.jpg;;
;http://site.motorland.by/auto-parts/beta-romeo/145/absorber/sku-5570825/;http://media.site.motorland.by/part1/4461497/1.jpg,http://media.site.motorland.by/part1/4461497/2.jpg;Beta Romeo 145, 1980, Абсорбер  ;  5570825, , 1980   Абсорбер;0;RUB;поколение-1 беты 145 (1979-2024);;;;;;0;5570825;0;;Beta Romeo;Beta Romeo;145;145;;Beta Romeo 145;145;145;;;;5570825;;Абсорбер;;;;;;;1980;;0.00;;0;;0;  5570825, , 1980   Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/beta-romeo/145/absorber/sku-5570825/;http://media.site.motorland.by/part1/4461497/1.jpg,http://media.site.motorland.by/part1/4461497/2.jpg;;
;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5570822/;http://media.site.motorland.by/part1/4461494/1.jpg,http://media.site.motorland.by/part1/4461494/2.jpg;Alfa Romeo 145, 1980, Абсорбер  ;  5570822, , 1980   Абсорбер;19607;RUB;поколение-1 альфы 145 (1979-2024);;;;;;0;5570822;19607;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;;5570822;;Абсорбер;;;;;;;1980;;257.00;;19607;;407;  5570822, , 1980   Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5570822/;http://media.site.motorland.by/part1/4461494/1.jpg,http://media.site.motorland.by/part1/4461494/2.jpg;;
;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5569061/;;Alfa Romeo 145, 1980, Абсорбер АКПП (авт.) 1.6;  5569061, , 1980 1.6 Бензин Абсорбер;39107;RUB;поколение-1 альфы 145 (1979-2024);;;;;;0;5569061;39107;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;Седан;5569061;;Абсорбер;АКПП (авт.);AR 32102;Бензин;1.6 л;Инжектор;бежевый;1980;;407.00;;39107;;707;  5569061, , 1980 1.6 Бензин Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5569061/;;http://media.site.motorland.by/car/607564/1.jpg,http://media.site.motorland.by/car/607564/2.jpg;
;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5569060/;;Alfa Romeo 145, 1980, Абсорбер АКПП (авт.) 1.6;  5569060, , 1980 1.6 Бензин Абсорбер;19607;RUB;поколение-1 альфы 145 (1979-2024);;;;;;0;5569060;19607;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;Седан;5569060;;Абсорбер;АКПП (авт.);AR 32102;Бензин;1.6 л;Инжектор;бежевый;1980;;257.00;;19607;;407;  5569060, , 1980 1.6 Бензин Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5569060/;;http://media.site.motorland.by/car/607564/1.jpg,http://media.site.motorland.by/car/607564/2.jpg;
;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5566877/;;Alfa Romeo 145, 1980, Абсорбер  ;  5566877, , 1980   Абсорбер;19607;RUB;поколение-1 альфы 145 (1979-2024);;;;;;0;5566877;19607;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;;5566877;;Абсорбер;;;;;;;1980;;257.00;;19607;;407;  5566877, , 1980   Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5566877/;;;
;http://site.motorland.by/auto-parts/alfa-romeo/147/2000-2004/absorber/sku-5565093/;;Alfa Romeo 147 2000-2004, 2006, Абсорбер  1.9;  5565093, , 2006 1.9 Дизель Абсорбер;1307;RUB;поколение-1 альфы 147 (2001-2006);;;;;;0;5565093;1307;;Alfa Romeo;Alfa Romeo;147 2000-2004;147;2000-2004;Alfa Romeo 147 | Альфа Ромео 147 2000-2004;147 2000-2004;147;2000-2004;;Кабрио;5565093;;Абсорбер;;937 A3.000;Дизель;1.9 л;JTD;;2006;;116.00;;1307;;125;  5565093, , 2006 1.9 Дизель Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/147/2000-2004/absorber/sku-5565093/;;;
;http://site.motorland.by/auto-parts/alfa-romeo/147/2000-2004/absorber/sku-5565090/;;Alfa Romeo 147 2000-2004, 2006, Абсорбер  1.9;  5565090, , 2006 1.9 Дизель Абсорбер;0;RUB;поколение-1 альфы 147 (2001-2006);;;;;;0;5565090;0;;Alfa Romeo;Alfa Romeo;147 2000-2004;147;2000-2004;Alfa Romeo 147 | Альфа Ромео 147 2000-2004;147 2000-2004;147;2000-2004;;Кабрио;5565090;;Абсорбер;;937 A3.000;Дизель;1.9 л;JTD;;2006;;0.00;;0;;0;  5565090, , 2006 1.9 Дизель Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/147/2000-2004/absorber/sku-5565090/;;;
;http://site.motorland.by/auto-parts/alfa-romeo/147/2000-2004/absorber/sku-5565089/;;Alfa Romeo 147 2000-2004, 2006, Абсорбер  1.9;  5565089, , 2006 1.9 Дизель Абсорбер;0;RUB;поколение-1 альфы 147 (2001-2006);;;;;;0;5565089;0;;Alfa Romeo;Alfa Romeo;147 2000-2004;147;2000-2004;Alfa Romeo 147 | Альфа Ромео 147 2000-2004;147 2000-2004;147;2000-2004;;Кабрио;5565089;;Абсорбер;;937 A3.000;Дизель;1.9 л;JTD;;2006;;0.00;;0;;0;  5565089, , 2006 1.9 Дизель Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/147/2000-2004/absorber/sku-5565089/;;;
;http://site.motorland.by/auto-parts/alfa-romeo/147/2000-2004/absorber/sku-5565087/;;Alfa Romeo 147 2000-2004, 2006, Абсорбер  1.9;  5565087, , 2006 1.9 Дизель Абсорбер;0;RUB;поколение-1 альфы 147 (2001-2006);;;;;;0;5565087;0;;Alfa Romeo;Alfa Romeo;147 2000-2004;147;2000-2004;Alfa Romeo 147 | Альфа Ромео 147 2000-2004;147 2000-2004;147;2000-2004;;Кабрио;5565087;;Абсорбер;;937 A3.000;Дизель;1.9 л;JTD;;2006;;0.00;;0;;0;  5565087, , 2006 1.9 Дизель Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/147/2000-2004/absorber/sku-5565087/;;;
;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5504790/;;Alfa Romeo 145, 0, Абсорбер  ;  5504790, , 0   Абсорбер;6007;RUB;-;;;;;;0;5504790;6007;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;Седан;5504790;;Абсорбер;;;;;;;0;;152.00;;6007;;197;  5504790, , 0   Абсорбер;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/absorber/sku-5504790/;;;
;http://site.motorland.by/auto-parts/alfa-romeo/145/avtonomnyi-otopitel/sku-5571546/;;Alfa Romeo 145, 1980, Автономный отопитель АКПП (авт.) 1.6;  5571546, , 1980 1.6 Бензин Автономный отопитель;2107;RUB;поколение-1 альфы 145 (1979-2024);;;;;;0;5571546;2107;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;Седан;5571546;;Автономный отопитель;АКПП (авт.);AR 32102;Бензин;1.6 л;Инжектор;;1980;;122.00;;2107;;137;  5571546, , 1980 1.6 Бензин Автономный отопитель;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/avtonomnyi-otopitel/sku-5571546/;;http://media.site.motorland.by/car/607457/1.jpg,http://media.site.motorland.by/car/607457/2.jpg,http://media.site.motorland.by/car/607457/3.jpg;
;http://site.motorland.by/auto-parts/alfa-romeo/145/avtonomnyi-otopitel/sku-5571075/;;Alfa Romeo 145, 1980, Автономный отопитель  0.8;  5571075, , 1980 0.8 Бензин Автономный отопитель;0;RUB;поколение-1 альфы 145 (1979-2024);;;;;;0;5571075;0;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;Седан;5571075;;Автономный отопитель;;;Бензин;0.8 л;;;1980;;0.00;;0;;0;  5571075, , 1980 0.8 Бензин Автономный отопитель;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/avtonomnyi-otopitel/sku-5571075/;;http://media.site.motorland.by/car/607686/0.jpg,http://media.site.motorland.by/car/607686/2.jpg;
;http://site.motorland.by/auto-parts/alfa-romeo/145/avtonomnyi-otopitel/sku-5571072/;;Alfa Romeo 145, 1980, Автономный отопитель АКПП (авт.) 0.8;  5571072, , 1980 0.8 Бензин Автономный отопитель;0;RUB;поколение-1 альфы 145 (1979-2024);;;;;;0;5571072;0;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;Седан;5571072;;Автономный отопитель;АКПП (авт.);;Бензин;0.8 л;;;1980;;0.00;;0;;0;  5571072, , 1980 0.8 Бензин Автономный отопитель;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/avtonomnyi-otopitel/sku-5571072/;;;
;http://site.motorland.by/auto-parts/beta-romeo/145/avtonomnyi-otopitel/sku-5570830/;;Beta Romeo 145, 1980, Автономный отопитель  ;  5570830, , 1980   Автономный отопитель;0;RUB;поколение-1 беты 145 (1979-2024);;;;;;0;5570830;0;;Beta Romeo;Beta Romeo;145;145;;Beta Romeo 145;145;145;;;;5570830;;Автономный отопитель;;;;;;;1980;;0.00;;0;;0;  5570830, , 1980   Автономный отопитель;#неизвестное св-во#;http://site.motorland.by/auto-parts/beta-romeo/145/avtonomnyi-otopitel/sku-5570830/;;;
;http://site.motorland.by/auto-parts/alfa-romeo/145/avtonomnyi-otopitel/sku-5570823/;http://media.site.motorland.by/part1/4461495/1.jpg,http://media.site.motorland.by/part1/4461495/2.jpg;Alfa Romeo 145, 1980, Автономный отопитель  ;  5570823, , 1980   Автономный отопитель;19607;RUB;поколение-1 альфы 145 (1979-2024);;;;;;0;5570823;19607;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;;5570823;;Автономный отопитель;;;;;;;1980;;257.00;;19607;;407;  5570823, , 1980   Автономный отопитель;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/avtonomnyi-otopitel/sku-5570823/;http://media.site.motorland.by/part1/4461495/1.jpg,http://media.site.motorland.by/part1/4461495/2.jpg;;
;http://site.motorland.by/auto-parts/alfa-romeo/147/2000-2004/avtonomnyi-otopitel/sku-59046180/;;Alfa Romeo 147 2000-2004, 2006, Автономный отопитель  1.9;  59046180, 567899, 93230, 2006 1.9 Дизель Автономный отопитель;0;RUB;поколение-1 альфы 147 (2001-2006);;;;;;0;59046180;0;;Alfa Romeo;Alfa Romeo;147 2000-2004;147;2000-2004;Alfa Romeo 147 | Альфа Ромео 147 2000-2004;147 2000-2004;147;2000-2004;;Кабрио;59046180;567899,93230;Автономный отопитель;;937 A3.000;Дизель;1.9 л;JTD;;2006;;0.00;;0;;0;  59046180, 567899, 93230, 2006 1.9 Дизель Автономный отопитель;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/147/2000-2004/avtonomnyi-otopitel/sku-59046180/;;;
;http://site.motorland.by/auto-parts/alfa-romeo/145/amortizator-kabiny/sku-5570215/;;Alfa Romeo 145, 1980, Амортизатор кабины  0.8;  5570215, , 1980 0.8 Бензин Амортизатор кабины;0;RUB;поколение-1 альфы 145 (1979-2024);;;;;;0;5570215;0;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;Седан;5570215;;Амортизатор кабины;;;Бензин;0.8 л;;;1980;;0.00;;0;;0;  5570215, , 1980 0.8 Бензин Амортизатор кабины;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/amortizator-kabiny/sku-5570215/;;http://media.site.motorland.by/car/607686/0.jpg,http://media.site.motorland.by/car/607686/2.jpg;
;http://site.motorland.by/auto-parts/alfa-romeo/145/amortizator-kabiny/sku-5570214/;;Alfa Romeo 145, 1980, Амортизатор кабины  0.8;  5570214, , 1980 0.8 Бензин Амортизатор кабины;0;RUB;поколение-1 альфы 145 (1979-2024);;;;;;0;5570214;0;;Alfa Romeo;Alfa Romeo;145;145;;Alfa Romeo 145 | Альфа Ромео 145;145;145;;;Седан;5570214;;Амортизатор кабины;;;Бензин;0.8 л;;;1980;;0.00;;0;;0;  5570214, , 1980 0.8 Бензин Амортизатор кабины;#неизвестное св-во#;http://site.motorland.by/auto-parts/alfa-romeo/145/amortizator-kabiny/sku-5570214/;;http://media.site.motorland.by/car/607686/0.jpg,http://media.site.motorland.by/car/607686/2.jpg;
